Month;Date;Status;Title;Platform(s);Genre(s);Publisher(s)
jul;09-07-1998;;Super Gem Fighter Mini Mix;Sat;Fighting;
jul;14-07-1998;;F-Zero X;N64;Racing;
jul;14-07-1998;;WWF War Zone;PS1;Sports (professional wrestling);
jul;16-07-1998;;Brave Fencer Musashi;PS1;Action role-playing;
jul;16-07-1998;;Hopkins FBI;Win;Adventure;
jul;23-07-1998;;Radiant Silvergun;Sat;Shoot 'em up;
jul;23-07-1998;;Real Bout Fatal Fury 2: The Newcomers;NeoCD;Fighting;
jul;30-07-1998;;Star Ocean: The Second Story;PS1;Action role-playing;
jul;31-07-1998;;F-1 World Grand Prix;N64;Racing;
jul;31-07-1998;;Heart of Darkness;Win;Platform;
jul;31-07-1998;;Iggy's Reckin' Balls;N64;Racing;
aug;01-08-1998;;Gex: Enter the Gecko;N64;Platform;
aug;01-08-1998;;Pokémon Stadium;N64;Role-playing;
aug;06-08-1998;;Resident Evil: Director's Cut – Dual Shock Version;PS1;Survival horror;
aug;06-08-1998;;Wachenröder;Sat;Tactical role-playing;
aug;11-08-1998;;WWF War Zone;N64;Sports (professional wrestling);
aug;21-08-1998;;Tom Clancy's Rainbow Six;Win;Tactical shooter;
aug;27-08-1998;;Black/Matrix;Sat;Tactical role-playing;
sep;03-09-1998;;Metal Gear Solid;PS1;Action-adventure, stealth;
sep;09-09-1998;;NASCAR 99;N64;Racing;
sep;09-09-1998;;NFL Blitz;N64;Sports (football);
sep;10-09-1998;;NFL Blitz;PS1;Sports (football);
sep;10-09-1998;;Spyro the Dragon;PS1;Platform;
sep;12-09-1998;;Pokémon Yellow;GB;Role-playing;
sep;17-09-1998;;Suikoden;Sat;Role-playing;
sep;23-09-1998;;Digital Monster Version S: Digimon Tamers;Sat;Virtual pet;
sep;23-09-1998;;Madden NFL 99;N64;Sports (football);
sep;23-09-1998;;Shining Force III Scenario 3 – Bulzome Rising;Sat;Tactical role-playing;
sep;25-09-1998;;Dragon Warrior Monsters;GBC;Role-playing;
sep;26-09-1998;;Dance Dance Revolution;Arcade;Music;
sep;30-09-1998;;Body Harvest;N64;Action-adventure;
sep;30-09-1998;;Caesar III;Win;City-building;
sep;30-09-1998;;Delta Force;Win;Tactical shooter;
sep;30-09-1998;;Gex: Enter the Gecko;Win;Platform;
sep;30-09-1998;;NHL 99;PS1, Win;Sports (ice hockey);
sep;30-09-1998;;Rogue Trip: Vacation 2012;PS1;Vehicular combat;
sep;30-09-1998;;Shogo: Mobile Armor Division;Win;First-person shooter;
okt;01-10-1998;;MediEvil;PS1;Action-adventure;
okt;01-10-1998;;NHL 99;N64;Sports (ice hockey);
okt;02-10-1998;;NFL Blitz;Win;Sports (football);
okt;12-10-1998;;Need for Speed III: Hot Pursuit;Win;Racing;
okt;21-10-1998;;Turok 2: Seeds of Evil;N64;First-person shooter;
okt;21-10-1998;;Tetris DX;GBC;Puzzle;
okt;21-10-1998;;Wario Land II;GBC;Platform;
okt;22-10-1998;;Marvel Super Heroes vs. Street Fighter;Sat;Fighting;
okt;28-10-1998;;Grim Fandango;Win;Adventure;
okt;29-10-1998;;Fallout 2;Win;Role-playing;
okt;31-10-1998;;Age of Empires: The Rise of Rome;Win;Real-time strategy;
okt;31-10-1998;;Apocalypse;PS1;Third-person shooter;
okt;31-10-1998;;Centipede;Win;Shoot 'em up;
okt;31-10-1998;;Crash Bandicoot: Warped;PS1;Platform;
okt;31-10-1998;;FIFA 99;Win;Sports (soccer);
okt;31-10-1998;;Glover;N64, Win;Platform;
okt;31-10-1998;;Heretic II;Win;Action-adventure;
okt;31-10-1998;;NBA Live 99;PS1, Win;Sports (basketball);
okt;31-10-1998;;Oddworld: Abe's Exoddus;PS1, Win;Platform;
okt;31-10-1998;;Railroad Tycoon II;Win;Business simulation;
nov;01-11-1998;;Red Comrades Save the Galaxy;Win;Adventure;
nov;04-11-1998;;NBA Live 99;N64;Sports (basketball);
nov;09-11-1998;;SiN;Win;First-person shooter;
nov;10-11-1998;;Rush 2: Extreme Racing USA;N64;Racing;
nov;11-11-1998;;Sonic R;Win;Racing;
nov;19-11-1998;;Half-Life;Win;First-person shooter;
nov;20-11-1998;;The Settlers III;Win;Real-time strategy, city-building;
nov;20-11-1998;;Tomb Raider III;PS1, Win;Action-adventure;
nov;21-11-1998;;The Legend of Zelda: Ocarina of Time;N64;Action-adventure;
nov;25-11-1998;;Blood II: The Chosen;Win;First-person shooter;
nov;27-11-1998;;Puyo Puyo Sun;GBC;Puzzle;
dec;01-12-1998;;Gex: Enter the Gecko;GBC;Platform;
dec;01-12-1998;;Thief: The Dark Project;Win;Stealth;
dec;03-12-1998;;Star Wars: Rogue Squadron;Win;Action;
dec;04-12-1998;;Magic and Mayhem;Win;Real-time strategy;
dec;07-12-1998;;Star Wars: Rogue Squadron;N64;Action;
dec;12-12-1998;;Falcon 4.0;Win;Combat flight simulator;
dec;12-12-1998;;Hey You, Pikachu!;N64;Virtual pet;
dec;12-12-1998;;The Legend of Zelda: Link's Awakening DX;GBC;Action-adventure;
dec;17-12-1998;;Suikoden II;PS1;Role-playing;
dec;18-12-1998;;Mario Party;N64;Party;
dec;18-12-1998;;Pokémon Trading Card Game;GBC;Digital collectible card game;
dec;18-12-1998;;StarCraft: Brood War;Win;Real-time strategy;
dec;21-12-1998;;Baldur's Gate;Win;Role-playing;
dec;21-12-1998;;South Park;N64;First-person shooter;
dec;23-12-1998;;Chocobo's Mystery Dungeon 2;PS1;Roguelike;
dec;23-12-1998;;Sonic Adventure;DC;Platform;
dec;23-12-1998;;Starsiege: Tribes;Win;First-person shooter;
dec;28-12-1998;;Myth II: Soulblighter;Win;Real-time tactics;
dec;31-12-1998;;Akuji the Heartless;PS1;Action-adventure;
1999;01-01-1999;;;, , , , ;;
jan;15-01-1999;;WCW/nWo Thunder;PS1, ;;
jan;21-01-1999;;Super Smash Bros.;N64, ;;
jan;31-01-1999;;Guardian's Crusade;PS1, ;;
jan;31-01-1999;;Marvel Super Heroes vs. Street Fighter;PS1, ;;
jan;31-01-1999;;Silent Hill;PS1, ;;
jan;31-01-1999;;SimCity 3000;Win, ;;
feb;01-02-1999;;WCW Nitro;N64, ;;
feb;08-02-1999;;Mario Party;N64, ;;
feb;11-02-1999;;Final Fantasy VIII;Win, PS1, ;;
feb;12-02-1999;;Sid Meier's Alpha Centauri;Win, ;;
feb;24-02-1999;;Street Sk8er;PS1, ;;
feb;28-02-1999;;Army Men 3D;PlayStation, ;;
feb;28-02-1999;;Beetle Adventure Racing;N64, ;;
feb;28-02-1999;;MLB 2000;PS1, ;;
feb;28-02-1999;;Star Wars: X-Wing Alliance;Win, ;;
mar;01-03-1999;;Need for Speed: High Stakes;Win, PS1, ;;
mar;01-03-1999;;Gex 3: Deep Cover Gecko;PS1, N64, GBC, ;;
mar;03-03-1999;;Heroes of Might and Magic III;Win, ;;
mar;04-03-1999;;Pepsiman;PS1, ;;
mar;15-03-1999;;The King of Fighters '98;PS1, Arc;;
mar;16-03-1999;;EverQuest;Win, ;;
mar;17-03-1999;;Legend of Legaia;PS1, ;;
mar;18-03-1999;;UmJammer Lammy;PlayStation, ;;
mar;19-03-1999;;King of Fighters R-2;NGP, ;;
mar;21-03-1999;;Pokémon Snap;N64, ;;
mar;22-03-1999;;RollerCoaster Tycoon;Win, Xbox (2003), ;;
apr;07-04-1999;;Team Fortress Classic;Win, ;;
apr;10-04-1999;;Warzone 2100;Win, ;;
apr;20-04-1999;;Yogi The Easter Bear: The Video Game;Win, GBC, ;;
apr;30-04-1999;;Ehrgeiz: God Bless the Ring;PS1, Arc;;
apr;30-04-1999;;Aliens versus Predator;Win, ;;
apr;30-04-1999;;Baldur's Gate: Tales of the Sword Coast;Win, ;;
apr;30-04-1999;;Pokémon Stadium 2 (Pokémon Stadium in North America);N64, ;;
apr;30-04-1999;;Super Mario Bros. Deluxe;GBC, ;;
maj;01-05-1999;;Midtown Madness;Win, ;;
maj;12-05-1999;;Street Fighter III: 3rd Strike;"DC (2000); PS2, Xbox (2004), Arc";;
maj;28-05-1999;;Lunar: Silver Star Story Complete;PS1, ;;
maj;31-05-1999;;Ape Escape;PS1, ;;
jun;08-06-1999;;Might and Magic VII: For Blood and Honor;Win, ;;
jun;17-06-1999;;Descent 3;Win, ;;
jun;18-06-1999;;Heavy Gear II;Win, ;;
jun;19-06-1999;;Counter-Strike (video game);Win, ;;
jun;24-06-1999;;Persona 2: Innocent Sin;PS1, ;;
jun;28-06-1999;;Pokémon Pinball;GBC, ;;
jun;30-06-1999;;Croc 2;PS1, ;;
jun;30-06-1999;;Driver;Win, PS1, ;;
jul;01-07-1999;;Attack of the Saucerman;Win, PS1, ;;
jul;07-07-1999;;Dungeon Keeper 2;Win, ;;
jul;14-07-1999;;Ogre Battle 64: Person of Lordly Caliber (Japan);N64, ;;
jul;23-07-1999;;Jagged Alliance 2;Win, ;;
jul;26-07-1999;;Mario Golf;N64, GBC, ;;
jul;27-07-1999;;NCAA Football 2000;PS1, ;;
jul;31-07-1999;;Biomotor Unitron;NGP, ;;
jul;31-07-1999;;The New Tetris;N64, ;;
jul;31-07-1999;;Outcast;Win, ;;
jul;31-07-1999;;Seven Kingdoms II;Win, ;;
aug;11-08-1999;;System Shock 2;Win, ;;
aug;12-08-1999;;Syphon Filter;PS1, ;;
aug;16-08-1999;;Legacy of Kain: Soul Reaver;Win, PS1, DC (2000), ;;
aug;27-08-1999;;Command & Conquer: Tiberian Sun;Win, ;;
aug;31-08-1999;;All Star Tennis '99;N64, PS1, ;;
aug;31-08-1999;;Gauntlet Legends;N64, ;;
aug;31-08-1999;;Jet Moto 3;PS1, ;;
aug;31-08-1999;;Madden NFL 2000;Win, PS1, N64, ;;
aug;31-08-1999;;Tom Clancy's Rainbow Six: Rogue Spear;Win, PS1 (2001), DC (2000), GBA (2002), ;;
aug;31-08-1999;;Tony Hawk's Pro Skater;PS1, N64 (2000), DC (2000), ;;
sep;01-09-1999;;Tiny Tank: Up Your Arsenal;PS1, ;;
sep;09-09-1999;;Sonic Adventure;"Win (2004), DC; GC (2003), ";;
sep;09-09-1999;;Soulcalibur;DC, Arc;;
sep;17-09-1999;;Flight Unlimited III;Win, ;;
sep;22-09-1999;;Resident Evil 3: Nemesis;"Win (2000), PS1, DC (2000); GC (2003), ";;
sep;28-09-1999;;Homeworld;Win, ;;
sep;30-09-1999;;Age of Empires II: The Age of Kings;Win, ;;
sep;30-09-1999;;Crash Team Racing;PS1, ;;
sep;30-09-1999;;Final Fantasy VI;Win (2015), PS1, ;;
sep;30-09-1999;;Freespace 2;Win, ;;
sep;30-09-1999;;Pac-Man World;PS1, GBA (2004), ;;
okt;04-10-1999;;Disciples: Sacred Lands;Win, ;;
okt;11-10-1999;;Jet Force Gemini;N64, ;;
okt;14-10-1999;;Sonic Adventure;DC (PAL & Europe), ;;
okt;16-10-1999;;Dead or Alive 2;DC, PS2 (2000), Arc;;
okt;19-10-1999;;Pokémon Yellow: Special Pikachu Edition (North America);"GB; GBC, ";;
okt;22-10-1999;;Grand Theft Auto 2;Win, PS1, DC (2000), GBC (2000), ;;
okt;29-10-1999;;Rayman 2: The Great Escape;"Win, PS1 (2000); N64, DC, PS2 (2000), ";;
okt;31-10-1999;;Nocturne;Win, ;;
okt;31-10-1999;;Pharaoh;Win, ;;
okt;31-10-1999;;Ballistic;PS1, GBC, iOS (2008), Arc (1998);;
okt;31-10-1999;;Septerra Core;Win, ;;
okt;31-10-1999;;South Park: Chef's Luv Shack;Win, N64, PS1, DC, ;;
nov;02-11-1999;;Spyro 2: Ripto's Rage!;PS1, ;;
nov;02-11-1999;;Asheron's Call;Win, ;;
nov;10-11-1999;;Half-Life: Opposing Force;Win, ;;
nov;10-11-1999;;Rippin' Riders Snowboarding;DC, ;;
nov;11-11-1999;;Medal of Honor;PS1, ;;
nov;11-11-1999;;Age of Wonders;Win, ;;
nov;16-11-1999;;Tomorrow Never Dies;PS1, ;;
nov;18-11-1999;;Chrono Cross (Japan);PS1, ;;
nov;19-11-1999;;Gabriel Knight 3: Blood of the Sacred, Blood of the Damned;Win, ;;
nov;19-11-1999;;The Longest Journey;Win, ;;
nov;21-11-1999;;Pokémon Gold and Silver (Japan);GBC, ;;
nov;22-11-1999;;Tomb Raider: The Last Revelation;Win, PS1, DC (2000), ;;
nov;22-11-1999;;Unreal Tournament;Win, DC (2001), PS2 (2000), ;;
nov;23-11-1999;;Dark Arms: Beast Busters;NGP, ;;
nov;23-11-1999;;SWAT 3: Close Quarters Battle;Win, ;;
nov;24-11-1999;;Donkey Kong 64;N64, ;;
nov;24-11-1999;;Ultima IX: Ascension;Win, ;;
nov;26-11-1999;;Garou: Mark of the Wolves;"DC (2001); PS2 (2005), Xbox (2009), Arc";;
nov;30-11-1999;;South Park Rally;Win, PS1, N64 (2000), DC (2000), ;;
dec;02-12-1999;;The Legend of Dragoon (Japan);PS1, ;;
dec;02-12-1999;;Quake III Arena;Win, DC, PS2 (2000), ;;
dec;11-12-1999;;Gran Turismo 2;PS1, ;;
dec;12-12-1999;;Planescape: Torment;Win, ;;
dec;17-12-1999;;Mario Party 2 (Japan);N64, ;;
dec;20-12-1999;;Sonic the Hedgehog Pocket Adventure;NGP, ;;
dec;22-12-1999;;Harvest Moon 64;N64, ;;
dec;29-12-1999;;Shenmue (Japan);DC, ;;
dec;30-12-1999;;Battlezone II: Combat Commander;Win, ;;
dec;31-12-1999;;Zombie Revenge;DC, ;;
2000;01-01-2000;;;;;
jan;24-01-2000;;Crazy Taxi;Win (2002), DC, GCN (2001), PS2 (2001), Arc (1999);;
jan;24-01-2000;;Mario Party 2;N64, ;;
jan;27-01-2000;;Dragon Warrior Monsters;GBC, ;;
jan;31-01-2000;;Nox;Win, ;;
feb;03-02-2000;;Resident Evil Code: Veronica;DC, ;;
feb;04-02-2000;;The Sims;Win, ;;
feb;10-02-2000;;Vagrant Story;PS1, ;;
feb;19-02-2000;;SNK Gals' Fighters;NGP, ;;
feb;29-02-2000;;BattleSphere;Jaguar, ;;
feb;29-02-2000;;Dead or Alive 2;DC, Arc (1999);;
feb;29-02-2000;;Need for Speed: Porsche Unleashed;Win, PS1, GBA (2004), ;;
feb;29-02-2000;;Rayman 2: The Great Escape;DC, ;;
feb;29-02-2000;;Sword of the Berserk: Guts' Rage;DC, ;;
feb;29-02-2000;;Pokémon Stadium[10];N64, ;;
mar;04-03-2000;;Kessen;PS2, ;;
mar;21-03-2000;;Thief II: The Metal Age;Win, ;;
mar;21-03-2000;;Wario Land 3;GBC, ;;
mar;24-03-2000;;Kirby 64: The Crystal Shards;N64, ;;
mar;27-03-2000;;Soldier of Fortune;Win, ;;
mar;31-03-2000;;Tech Romancer;DC, ;;
mar;31-03-2000;;MDK2;Win, ;;
apr;04-04-2000;;Star Wars Episode I: Racer;DC, ;;
apr;27-04-2000;;The Legend of Zelda: Majora's Mask;N64, ;;
apr;28-04-2000;;Gundam Side Story 0079: Rise from the Ashes;DC, ;;
apr;30-04-2000;;Excitebike 64;N64, ;;
apr;30-04-2000;;The Misadventures of Tron Bonne;PS1, ;;
apr;30-04-2000;;Wild Arms 2;PS1, ;;
maj;04-05-2000;;4 Wheel Thunder;DC, ;;
maj;05-05-2000;;Metal Gear: Ghost Babel;GBC, ;;
maj;09-05-2000;;Tom Clancy's Rainbow Six;DC, ;;
maj;14-05-2000;;Bomberman Max;GBC, ;;
maj;22-05-2000;;Metal Slug 2nd Mission;NGP, ;;
maj;22-05-2000;;Perfect Dark;N64, ;;
maj;24-05-2000;;Daikatana;Win, ;;
maj;28-05-2000;;Bomberman 64: The Second Attack;N64, ;;
jun;01-06-2000;;Ground Control;Win, ;;
jun;04-06-2000;;Space Channel 5;DC, ;;
jun;07-06-2000;;Dracula: Resurrection;Win, ;;
jun;12-06-2000;;Tomb Raider;GBC, ;;
jun;13-06-2000;;Shogun: Total War;Win, ;;
jun;22-06-2000;;Draconus: Cult of the Wyrm;DC, ;;
jun;22-06-2000;;Omikron: The Nomad Soul;DC, ;;
jun;26-06-2000;;Deus Ex;Win, ;;
jun;28-06-2000;;Xtreme Sports;GBC, ;;
jun;29-06-2000;;Diablo II;Win, ;;
jun;29-06-2000;;Icewind Dale;Win, ;;
jun;29-06-2000;;Jet Set Radio;DC, ;;
jun;29-06-2000;;Marvel vs Capcom 2;DC, ;;
jun;30-06-2000;;Homeworld: Cataclysm;Win, ;;
jun;30-06-2000;;Mortal Kombat: Special Forces;PS1, ;;
jul;18-07-2000;;Threads of Fate;PS1, ;;
jul;29-07-2000;;Strider 2;PS1, ;;
jul;31-07-2000;;Spirit of Speed 1937;Win, DC, ;;
aug;03-08-2000;;Shin Sangoku Musou (Japan);PS2, ;;
aug;15-08-2000;;Chrono Cross;PS1, ;;
aug;24-08-2000;;Age of Empires II: The Conquerors;Win, ;;
aug;26-08-2000;;Dragon Quest VII (Japan);PS1, ;;
aug;28-08-2000;;Mario Tennis;N64, ;;
aug;30-08-2000;;Spider-Man;Win, PS1, GBC, N64, DC (2001), ;;
aug;30-08-2000;;WWF Royal Rumble;DC, ;;
sep;12-09-2000;;Parasite Eve II;PS1, ;;
sep;13-09-2000;;Lego Stunt Rally;Win, ;;
sep;15-09-2000;;Star Trek: Voyager - Elite Force;Win, PS2 (2001), ;;
sep;19-09-2000;;Tony Hawk's Pro Skater 2;PS1, ;;
sep;24-09-2000;;Baldur's Gate II: Shadows of Amn;Win, ;;
sep;24-09-2000;;The Little Mermaid 2: Pinball Frenzy;GBC, ;;
sep;25-09-2000;;Buffy the Vampire Slayer;GBC, ;;
sep;25-09-2000;;Vampire Hunter D;PS1, ;;
sep;26-09-2000;;Destruction Derby Raw;PS1, ;;
sep;27-09-2000;;Dragon Warrior I & II;GBC, ;;
okt;01-10-2000;;Zeus: Master of Olympus;Win, ;;
okt;05-10-2000;;Skies of Arcadia;DC, ;;
okt;19-10-2000;;Donald Duck: Goin' Quackers;Win, PS1, N64, PS2, DC, GBC, ;;
okt;22-10-2000;;Quake III Arena;DC, ;;
okt;23-10-2000;;Command & Conquer: Red Alert 2;Win, ;;
okt;23-10-2000;;TimeSplitters;PS2, ;;
okt;24-10-2000;;Mega Man Legends 2;Win, PS1, ;;
okt;25-10-2000;;Midnight Club: Street Racing;PS2, GBA (2001), ;;
okt;25-10-2000;;Spyro: Year of the Dragon;PS1, ;;
okt;26-10-2000;;FantaVision;PS2, ;;
okt;26-10-2000;;Madden NFL 2001;PS2, ;;
okt;26-10-2000;;SSX;PS2, ;;
okt;26-10-2000;;Tekken Tag Tournament;PS2, ;;
okt;27-10-2000;;Bust-a-Move Millennium;GBC, ;;
okt;31-10-2000;;The Grinch;DC, ;;
nov;06-11-2000;;Capcom vs. SNK: Millennium Fight 2000;PS1 (2002), DC, ;;
nov;06-11-2000;;Crash Bash;PS1, ;;
nov;06-11-2000;;Incredible Crisis;PS1, ;;
nov;06-11-2000;;The World Is Not Enough;Win, PS1, N64, GBC, ;;
nov;06-11-2000;;Shenmue;DC, ;;
nov;08-11-2000;;Escape from Monkey Island;Win, PS2 (2001), ;;
nov;09-11-2000;;The Operative: No One Lives Forever;Win, PS2 (2002), ;;
nov;09-11-2000;;Counter-Strike (video game);Win, Xbox, Retail and Steam (2003), Linux, Mac OS X (2013), ;;
nov;10-11-2000;;Timeline;Win, ;;
nov;13-11-2000;;Final Fantasy IX;Win (2016), PS1, ;;
nov;13-11-2000;;Madden NFL 2001;GBC, ;;
nov;13-11-2000;;The Emperor's New Groove;Win, PS1, GBC, ;;
nov;14-11-2000;;Dexter's Laboratory: Robot Rampage;GBC, ;;
nov;14-11-2000;;The Powerpuff Girls: Bad Mojo Jojo;GBC, ;;
nov;16-11-2000;;Blues Brothers 2000;N64, ;;
nov;17-11-2000;;Tomb Raider Chronicles;Win, PS1, DC, ;;
nov;17-11-2000;;Sacrifice;Win, ;;
nov;19-11-2000;;Hitman: Codename 47;Win, ;;
nov;20-11-2000;;007 Racing;PS1, ;;
nov;20-11-2000;;Banjo-Tooie;N64, ;;
nov;20-11-2000;;Batman Beyond: Return of the Joker;PS1, GBC, ;;
nov;20-11-2000;;Dave Mirra Freestyle BMX;DC, ;;
nov;22-11-2000;;Harvest Moon: Back to Nature;PS1, ;;
nov;23-11-2000;;MechWarrior 4: Vengeance;Win, Arc;;
nov;23-11-2000;;Star Trek: Deep Space Nine: The Fallen;Win, ;;
nov;27-11-2000;;Xtreme Sports;DC, ;;
nov;30-11-2000;;Scooby-Doo! Classic Creep Capers;Win, N64, ;;
dec;01-12-2000;;Disney's Aladdin in Nasira's Revenge;Win, PS1, ;;
dec;04-12-2000;;Evil Dead: Hail to the King;PS1, ;;
dec;04-12-2000;;Pokémon Puzzle Challenge;GBC, ;;
dec;05-12-2000;;American McGee's Alice;Win, ;;
dec;06-12-2000;;Grandia II;DC, ;;
dec;07-12-2000;;Giants: Citizen Kabuto;Win, ;;
dec;07-12-2000;;Mario Party 3 (Japan);N64, ;;
dec;10-12-2000;;Monster Rancher Hop-A-Bout;PS1, ;;
dec;13-12-2000;;Batman Beyond: Return of the Joker;N64, ;;
dec;14-12-2000;;Dark Cloud (Japan);PS2, ;;
dec;14-12-2000;;Pokémon Crystal (Japan);GBC, ;;
dec;21-12-2000;;Phantasy Star Online (Japan);DC, ;;
dec;30-12-2000;;ECW Anarchy Rulz;DC, ;;
2001;01-01-2001;;;, , , ;;
jan;04-01-2001;;RuneScape;Win, ;;
jan;10-01-2001;;Mega Man 64;N64, ;;
jan;16-01-2001;;Mario Tennis;GBC;;
jan;29-01-2001;;Oni;Win, PS2, ;;
jan;29-01-2001;;Phantasy Star Online;DC, ;;
jan;30-01-2001;;Rayman 2: The Great Escape;PS2, ;;
jan;31-01-2001;;Mega Man X5;Win (2002), PS1, ;;
feb;05-02-2001;;Paper Mario;N64, ;;
feb;06-02-2001;;Action Man: Search for Base X;GBC;;
feb;06-02-2001;;Metal Walker;GBC;;
feb;07-02-2001;;Clive Barker's Undying;Win, ;;
feb;16-02-2001;;Final Fantasy IX;PS1 (EU), ;;
feb;20-02-2001;;Scooby-Doo! Classic Creep Capers;GBC;;
feb;27-02-2001;;The Legend of Zelda: Oracle of Seasons and Oracle of Ages;GBC;;
mar;01-03-2001;;Lego Island 2 The Brickster's Revenge;Win'98, PS1, GBC, GBA;;
mar;05-03-2001;;Conker's Bad Fur Day;N64, ;;
mar;06-03-2001;;The Bouncer;PS2, ;;
mar;09-03-2001;;Sonic Shuffle;DC, ;;
mar;12-03-2001;;Star Wars: Episode I: Battle for Naboo;Win (US), ;;
mar;13-03-2001;;Onimusha: Warlords;PS2, ;;
mar;13-03-2001;;Unreal Tournament;DC, ;;
mar;14-03-2001;;Aidyn Chronicles: The First Mage;N64, ;;
mar;15-03-2001;;SpongeBob SquarePants: Legend of the Lost Spatula;GBC;;
mar;21-03-2001;;Daytona USA;DC, ;;
mar;21-03-2001;;Tribes 2;Win, ;;
mar;21-03-2001;;Serious Sam: The First Encounter;Win, ;;
mar;22-03-2001;;Klonoa 2: Lunatea's Veil;PS2, ;;
mar;23-03-2001;;Star Wars: Episode I: Battle for Naboo;Windows (EU), ;;
mar;23-03-2001;;Hostile Waters: Antaeus Rising;Win, ;;
mar;25-03-2001;;Black & White;Win, ;;
mar;26-03-2001;;The Simpsons: Night of the Living Treehouse of Horror;GBC;;
mar;26-03-2001;;Zone of the Enders;PS2, ;;
mar;27-03-2001;;Rocket Power: Gettin' Air;GBC;;
mar;27-03-2001;;Strikers 1945 II;PS1, ;;
mar;28-03-2001;;Pokémon Stadium 2;N64, ;;
mar;30-03-2001;;Indiana Jones and the Infernal Machine;GBC;;
mar;30-03-2001;;Star Wars: Episode I: Battle for Naboo;N64 (EU), ;;
apr;06-04-2001;;Snoopy Tennis;GBC;;
apr;08-04-2001;;Dr. Mario 64;N64, ;;
apr;11-04-2001;;Kirby Tilt 'n' Tumble;GBC;;
apr;12-04-2001;;The Simpsons Wrestling;PS1, ;;
apr;16-04-2001;;Batman: Chaos in Gotham;GBC;;
apr;23-04-2001;;Silpheed: The Lost Planet;PS2, ;;
apr;30-04-2001;;The Adventures of Cookie & Cream;PS2, ;;
apr;30-04-2001;;Mars Matrix: Hyper Solid Shooting;DC, ;;
maj;07-05-2001;;Mario Party 3;N64, ;;
maj;08-05-2001;;Myst III: Exile;Win, PS2, ;;
maj;14-05-2001;;Crazy Taxi;PS2, ;;
maj;16-05-2001;;Giga Wing 2;DC, ;;
maj;16-05-2001;;Project Justice;DC, ;;
maj;18-05-2001;;Atlantis The Lost Empire: Trial by Fire;Win, ;;
maj;21-05-2001;;Cool Boarders;PS2, ;;
maj;22-05-2001;;Red Faction;PS2, ;;
maj;28-05-2001;;Crazy Taxi 2;DC, ;;
maj;29-05-2001;;Shrek: Fairy Tale Freakdown;GBC;;
maj;30-05-2001;;Bejeweled;Win, ;;
maj;30-05-2001;;Spider-Man 2: The Sinister Six;GBC;;
jun;08-06-2001;;Castlevania: Circle of the Moon;GBA;;
jun;10-06-2001;;Super Mario Advance;GBA;;
jun;11-06-2001;;ChuChu Rocket!;GBA;;
jun;11-06-2001;;Earthworm Jim;GBA;;
jun;11-06-2001;;F-Zero: Maximum Velocity;GBA;;
jun;11-06-2001;;Konami Krazy Racers;GBA;;
jun;11-06-2001;;Rayman Advance;GBA;;
jun;11-06-2001;;Super Mario Advance;GBA;;
jun;14-06-2001;;Atlantis: The Lost Empire;PS1, ;;
jun;18-06-2001;;Twisted Metal: Black;PS2, ;;
jun;19-06-2001;;Sonic Adventure 2;DC, ;;
jun;20-06-2001;;Time Crisis: Project Titan;PS1, ;;
jun;21-06-2001;;Baldur's Gate II: Throne of Bhaal;Win, ;;
jun;22-06-2001;;Operation Flashpoint: Cold War Crisis;Win, ;;
jun;27-06-2001;;Anachronox;Win, ;;
jun;29-06-2001;;Bomberman Tournament;GBA;;
jun;29-06-2001;;Final Fantasy Chronicles;PS1, ;;
jul;01-07-2001;;Tomb Raider: Curse of the Sword;GBC;;
jul;08-07-2001;;Dark Angel: Vampire Apocalypse;PS2, ;;
jul;10-07-2001;;Gran Turismo 3: A-Spec;PS2, ;;
jul;14-07-2001;;Mega Man Legends;Win, ;;
jul;16-07-2001;;Jurassic Park III: The DNA Factor;GBA;;
jul;17-07-2001;;City Crisis;PS2, ;;
jul;19-07-2001;;Final Fantasy X;PS2 (JAP), ;;
jul;23-07-2001;;Extermination;PS2, ;;
jul;23-07-2001;;Max Payne;Win, ;;
jul;28-07-2001;;Rune: Viking Warlord;PS2, ;;
jul;29-07-2001;;Pokémon Crystal (North America);GBC;;
jul;30-07-2001;;Tweety and the Magic Gems;GBA;;
aug;01-08-2001;;Golden Sun;GBA;;
aug;07-08-2001;;WWF Betrayal;GBA;;
aug;08-08-2001;;Shogun: Total War: Mongol Invasion;Win, ;;
aug;19-08-2001;;Madden NFL 2002;PS1, PS2, ;;
aug;20-08-2001;;Armored Core 2: Another Age;PS2, ;;
aug;21-08-2001;;Arcanum: Of Steamworks and Magick Obscura;Win, ;;
aug;27-08-2001;;Mario Kart: Super Circuit;GBA;;
aug;27-08-2001;;Dave Mirra Freestyle BMX 2;PS2, ;;
aug;28-08-2001;;ESPN Final Round Golf 2002;GBA;;
aug;29-08-2001;;Alchemy;Win, ;;
sep;10-09-2001;;Advance Wars;GBA;;
sep;10-09-2001;;Jurassic Park III: Park Builder;GBA;;
sep;10-09-2001;;Portal Runner;PS2, ;;
sep;11-09-2001;;The World Is Not Enough;GBC;;
sep;13-09-2001;;Heavy Metal: Geomatrix;DC, ;;
sep;13-09-2001;;Ooga Booga;DC, ;;
sep;15-09-2001;;Power Rangers Time Force;GBA;;
sep;15-09-2001;;Klonoa: Empire of Dreams;GBA;;
